SLAM_X,SLAM_Y,SLAM_Z,GPS_X,GPS_Y,GPS_Z
38.71,-21.33,-21.64,27.42,-11.39,-26.86
38.97,-21.29,-21.78,27.46,-11.41,-26.87
39.13,-21.63,-21.83,29.09,-12.25,-27.32
39.31,-21.70,-21.97,29.11,-12.26,-27.33
39.42,-21.99,-21.96,29.13,-12.27,-27.33
39.95,-21.99,-22.17,29.14,-12.28,-27.34
40.04,-22.11,-22.30,29.15,-12.29,-27.34
40.14,-22.55,-22.25,29.18,-12.31,-27.35
40.64,-22.55,-22.44,29.19,-12.31,-27.35
40.72,-21.98,-22.61,30.07,-12.96,-27.60
40.79,-21.99,-22.64,30.09,-12.98,-27.60
40.79,-21.94,-22.59,30.10,-12.98,-27.60
41.12,-22.11,-22.72,30.11,-12.99,-27.60
40.94,-22.02,-22.69,30.12,-13.00,-27.61
41.00,-22.10,-22.75,30.14,-13.01,-27.61
40.92,-21.80,-22.71,30.14,-13.01,-27.61
41.14,-22.10,-22.68,30.73,-13.20,-27.82
41.35,-22.12,-22.76,30.73,-13.20,-27.82
41.28,-22.12,-22.68,30.74,-13.20,-27.82
41.33,-22.12,-22.75,30.74,-13.19,-27.83
41.28,-21.85,-22.78,30.75,-13.19,-27.83
41.42,-21.72,-22.80,30.75,-13.19,-27.83
41.48,-22.05,-22.78,30.75,-13.19,-27.83
41.26,-21.97,-22.84,30.94,-13.03,-27.98
41.37,-21.94,-22.81,30.94,-13.02,-27.99
41.16,-21.69,-22.89,30.94,-13.02,-27.99
41.02,-21.79,-22.91,30.94,-13.02,-28.00
40.98,-21.76,-22.85,30.94,-13.01,-28.00
41.03,-21.78,-22.94,30.94,-13.01,-28.00
41.05,-21.79,-22.94,30.94,-13.01,-28.01
40.78,-21.76,-22.85,30.87,-12.91,-28.09
40.67,-21.79,-22.94,30.87,-12.90,-28.09
40.57,-21.76,-22.91,30.86,-12.90,-28.09
40.56,-21.54,-23.03,30.86,-12.90,-28.09
40.25,-21.63,-22.97,30.85,-12.90,-28.09
40.33,-21.48,-22.96,30.85,-12.89,-28.09
40.16,-21.51,-22.95,30.84,-12.89,-28.09
40.19,-21.49,-23.00,30.43,-12.67,-28.22
40.09,-21.42,-23.01,30.42,-12.67,-28.23
40.13,-21.33,-23.03,30.42,-12.66,-28.23
40.01,-21.37,-22.98,30.41,-12.66,-28.24
40.02,-21.12,-23.06,30.41,-12.65,-28.24
40.01,-20.88,-23.06,30.40,-12.65,-28.24
39.93,-21.02,-23.03,30.40,-12.64,-28.25
40.00,-20.93,-23.08,30.13,-12.36,-28.36
39.83,-21.04,-23.02,30.12,-12.36,-28.36
40.03,-20.92,-23.13,30.12,-12.35,-28.36
40.01,-20.92,-23.21,30.12,-12.35,-28.36
39.93,-21.00,-23.15,30.12,-12.35,-28.36
39.88,-20.80,-23.21,30.12,-12.34,-28.36
39.71,-20.90,-23.24,30.12,-12.34,-28.36
39.85,-20.69,-23.25,30.07,-12.20,-28.44
39.83,-20.67,-23.31,30.07,-12.20,-28.44
39.79,-20.68,-23.35,30.07,-12.20,-28.44
39.87,-20.64,-23.45,30.06,-12.20,-28.44
39.72,-20.56,-23.45,30.06,-12.20,-28.45
39.60,-20.44,-23.53,30.06,-12.20,-28.45
39.61,-20.55,-23.52,30.06,-12.19,-28.45
39.55,-20.47,-23.61,29.97,-12.11,-28.60
39.44,-20.41,-23.63,29.96,-12.11,-28.61
39.31,-20.44,-23.60,29.96,-12.10,-28.61
39.30,-20.45,-23.69,29.96,-12.10,-28.62
39.55,-20.53,-23.78,29.95,-12.10,-28.62
39.10,-20.64,-23.65,29.95,-12.10,-28.62
39.36,-20.18,-23.85,29.95,-12.10,-28.63
39.12,-20.74,-23.76,29.73,-12.05,-28.88
39.14,-20.76,-23.78,29.73,-12.05,-28.89
39.20,-20.77,-23.88,29.73,-12.05,-28.89
39.16,-20.80,-23.90,29.72,-12.06,-28.89
39.09,-20.78,-23.92,29.72,-12.06,-28.90
39.44,-20.37,-24.08,29.72,-12.06,-28.90
39.22,-20.76,-24.00,29.72,-12.06,-28.90
39.09,-20.69,-23.95,29.66,-12.15,-29.04
39.33,-20.38,-24.17,29.66,-12.15,-29.04
39.47,-20.57,-24.18,29.66,-12.15,-29.04
39.48,-20.41,-24.25,29.66,-12.15,-29.04
39.72,-20.07,-24.33,29.66,-12.15,-29.04
39.65,-19.97,-24.38,29.66,-12.16,-29.04
39.85,-20.09,-24.41,29.66,-12.16,-29.05
39.53,-20.25,-24.33,29.83,-12.10,-29.25
39.69,-19.97,-24.29,29.84,-12.09,-29.25
39.74,-19.78,-24.34,29.84,-12.09,-29.25
40.02,-19.66,-24.42,29.84,-12.09,-29.26
40.10,-19.45,-24.37,29.85,-12.09,-29.26
40.19,-19.49,-24.28,29.85,-12.08,-29.26
40.52,-19.11,-24.36,29.85,-12.08,-29.27
40.45,-19.12,-24.28,30.22,-11.69,-29.55
40.79,-19.19,-24.35,30.23,-11.69,-29.55
40.54,-19.32,-24.24,30.24,-11.68,-29.56
41.18,-19.01,-24.49,30.25,-11.68,-29.56
41.31,-19.20,-24.51,30.26,-11.67,-29.56
40.80,-19.62,-24.33,30.26,-11.66,-29.57
41.24,-19.56,-24.53,30.27,-11.66,-29.57
41.62,-19.31,-24.86,30.89,-11.59,-29.65
41.31,-19.91,-24.78,30.90,-11.59,-29.66
41.19,-19.98,-24.78,30.91,-11.59,-29.66
41.37,-20.16,-24.90,30.92,-11.60,-29.66
41.52,-20.03,-25.13,30.93,-11.60,-29.66
41.55,-20.18,-25.27,30.93,-11.61,-29.66
42.14,-19.91,-25.59,30.95,-11.61,-29.67
42.12,-19.87,-25.66,31.41,-12.01,-29.95
42.58,-20.10,-25.87,31.42,-12.02,-29.96
42.52,-19.93,-26.03,31.42,-12.03,-29.96
42.69,-20.43,-26.03,31.43,-12.03,-29.97
42.61,-20.30,-26.23,31.44,-12.04,-29.98
42.96,-20.12,-26.43,31.44,-12.04,-29.98
43.26,-20.41,-26.51,31.45,-12.05,-29.99
43.63,-20.29,-26.72,32.00,-12.43,-30.36
43.19,-20.78,-26.55,32.01,-12.44,-30.37
44.05,-20.26,-27.20,32.02,-12.45,-30.38
44.09,-20.66,-27.22,32.03,-12.45,-30.38
43.95,-20.61,-27.12,32.04,-12.46,-30.39
43.88,-20.71,-27.25,32.06,-12.47,-30.39
44.82,-20.34,-27.65,32.06,-12.47,-30.40
44.47,-20.85,-27.42,32.78,-12.79,-30.72
44.75,-20.52,-27.81,32.80,-12.80,-30.73
45.06,-20.44,-27.95,32.81,-12.80,-30.74
44.66,-21.25,-27.54,32.82,-12.81,-30.74
45.50,-20.60,-28.24,32.82,-12.81,-30.75
45.27,-20.74,-28.08,32.84,-12.82,-30.75
45.10,-20.98,-28.03,32.84,-12.82,-30.76
45.14,-21.08,-28.02,33.42,-13.03,-31.13
45.84,-20.77,-28.58,33.43,-13.04,-31.14
45.64,-21.11,-28.47,33.44,-13.04,-31.15
45.47,-21.16,-28.28,33.46,-13.05,-31.16
45.71,-20.82,-28.57,33.47,-13.05,-31.17
46.00,-21.31,-28.62,33.48,-13.06,-31.17
45.91,-20.93,-28.55,33.49,-13.06,-31.18
46.09,-20.49,-28.80,34.10,-13.22,-31.51
46.09,-21.02,-28.72,34.12,-13.22,-31.52
46.36,-20.82,-28.99,34.13,-13.23,-31.53
46.28,-21.14,-28.92,34.14,-13.23,-31.53
46.62,-20.59,-29.17,34.15,-13.23,-31.54
46.42,-21.55,-28.97,34.16,-13.24,-31.55
46.60,-20.98,-29.15,34.17,-13.24,-31.55
46.65,-21.19,-29.06,34.76,-13.39,-31.90
46.70,-21.52,-29.15,34.77,-13.39,-31.91
46.52,-21.23,-29.12,34.79,-13.40,-31.91
46.64,-20.89,-29.33,34.80,-13.40,-31.92
46.17,-21.18,-29.13,34.81,-13.40,-31.92
46.83,-21.09,-29.51,34.82,-13.41,-31.93
46.55,-21.26,-29.43,34.83,-13.41,-31.93
46.32,-21.67,-29.37,35.33,-13.61,-32.18
46.59,-21.52,-29.43,35.35,-13.61,-32.19
46.42,-21.14,-29.64,35.35,-13.62,-32.19
46.78,-21.74,-29.72,35.37,-13.62,-32.20
46.53,-21.50,-29.79,35.37,-13.63,-32.20
46.39,-21.94,-29.81,35.38,-13.63,-32.21
46.71,-21.47,-30.00,35.39,-13.64,-32.21
46.58,-21.74,-30.00,35.73,-13.91,-32.47
46.60,-21.67,-30.13,35.74,-13.92,-32.48
46.35,-21.98,-30.19,35.74,-13.93,-32.48
46.47,-21.96,-30.22,35.75,-13.94,-32.49
46.54,-21.58,-30.43,35.75,-13.94,-32.49
46.81,-22.16,-30.67,35.76,-13.95,-32.50
46.55,-22.45,-30.67,35.76,-13.95,-32.50
46.37,-21.95,-30.81,35.95,-14.27,-32.80
46.64,-22.33,-30.89,35.95,-14.29,-32.81
46.51,-22.28,-31.02,35.95,-14.29,-32.81
46.55,-21.87,-31.06,35.96,-14.30,-32.82
46.59,-22.08,-31.24,35.96,-14.31,-32.82
46.39,-21.76,-31.32,35.96,-14.32,-32.83
46.60,-22.28,-31.36,35.96,-14.32,-32.83
46.55,-23.24,-31.33,36.10,-14.73,-33.14
46.80,-23.00,-31.71,36.11,-14.74,-33.15
47.08,-23.03,-32.15,36.11,-14.75,-33.15
46.83,-22.64,-32.43,36.11,-14.75,-33.16
46.24,-22.78,-32.39,36.12,-14.76,-33.16
46.43,-23.60,-32.34,36.12,-14.77,-33.17
46.27,-22.52,-32.31,36.28,-15.21,-33.51
46.54,-22.97,-32.77,36.28,-15.22,-33.52
46.54,-23.46,-32.80,36.29,-15.23,-33.52
46.67,-23.56,-32.91,36.29,-15.23,-33.53
46.93,-23.77,-32.79,36.29,-15.24,-33.53
47.50,-23.87,-33.57,36.30,-15.25,-33.54
46.65,-22.98,-33.27,36.30,-15.25,-33.54
47.64,-23.23,-33.90,36.58,-15.67,-33.94
46.49,-23.79,-33.62,36.60,-15.69,-33.95
46.14,-23.34,-33.74,28.53,-14.26,-34.21
46.60,-22.44,-33.92,28.52,-14.27,-34.21
46.62,-22.53,-33.89,28.36,-14.29,-33.60
46.36,-22.51,-33.92,28.36,-14.28,-33.59
46.54,-22.63,-33.76,28.35,-14.28,-33.58
46.43,-22.65,-33.45,28.35,-14.28,-33.58
46.32,-22.56,-33.49,28.34,-14.27,-33.57
46.54,-22.30,-33.28,28.34,-14.26,-33.56
46.41,-22.22,-33.15,28.33,-14.25,-33.55
46.56,-22.62,-33.23,27.83,-13.62,-33.13
46.54,-22.22,-32.84,27.82,-13.61,-33.13
46.39,-22.22,-32.85,27.80,-13.60,-33.12
46.37,-22.41,-32.86,27.79,-13.58,-33.12
46.30,-22.56,-32.58,27.79,-13.57,-33.11
46.50,-22.32,-32.11,27.78,-13.56,-33.11
46.12,-22.33,-31.96,27.76,-13.54,-33.10
46.02,-22.18,-31.81,27.21,-12.78,-32.90
46.09,-22.02,-31.80,27.20,-12.76,-32.90
45.75,-22.12,-31.39,27.18,-12.74,-32.89
45.71,-21.83,-31.33,27.17,-12.73,-32.89
45.61,-22.10,-31.08,27.16,-12.71,-32.88
45.59,-21.57,-31.26,27.15,-12.69,-32.88
45.45,-21.16,-30.98,27.13,-12.67,-32.88
45.38,-21.68,-30.42,26.25,-11.44,-32.58
45.23,-22.40,-30.02,26.22,-11.40,-32.57
45.31,-22.09,-30.09,26.20,-11.38,-32.57
44.98,-21.51,-30.10,26.19,-11.36,-32.56
45.14,-21.04,-30.11,26.18,-11.34,-32.56
45.07,-20.58,-30.19,26.16,-11.32,-32.56
44.94,-20.90,-30.05,26.14,-11.30,-32.55
44.91,-20.85,-30.10,25.27,-10.13,-32.20
45.06,-20.50,-30.38,25.25,-10.11,-32.19
44.92,-20.54,-30.06,25.24,-10.09,-32.18
44.72,-20.77,-29.80,25.23,-10.07,-32.17
44.73,-20.75,-29.78,25.21,-10.04,-32.16
44.86,-20.66,-29.46,25.18,-10.01,-32.15
45.05,-20.32,-29.78,25.17,-9.99,-32.15
44.75,-20.11,-29.54,24.63,-9.03,-31.75
44.97,-19.77,-29.58,24.62,-9.01,-31.74
44.71,-20.30,-29.28,24.61,-8.99,-31.73
44.47,-19.98,-29.11,24.61,-8.98,-31.72
44.59,-19.82,-29.22,24.60,-8.97,-31.72
44.62,-20.05,-29.04,24.60,-8.96,-31.71
44.66,-19.79,-28.92,24.59,-8.95,-31.70
44.81,-19.89,-28.96,24.46,-8.39,-31.28
44.64,-19.92,-28.72,24.46,-8.38,-31.27
44.48,-19.95,-28.40,24.46,-8.37,-31.27
44.66,-19.73,-28.38,24.46,-8.36,-31.26
44.72,-19.88,-28.20,24.46,-8.36,-31.25
44.61,-20.08,-27.99,24.46,-8.35,-31.24
44.69,-20.07,-27.95,24.46,-8.35,-31.24
44.59,-20.04,-27.57,24.71,-8.24,-30.86
44.67,-19.93,-27.45,24.72,-8.24,-30.85
44.66,-20.01,-27.38,24.72,-8.24,-30.84
44.80,-19.96,-27.29,24.74,-8.24,-30.83
44.70,-20.18,-26.97,24.75,-8.25,-30.83
45.05,-19.86,-27.02,24.76,-8.25,-30.82
45.01,-20.05,-26.80,24.77,-8.25,-30.82
44.84,-20.25,-26.58,25.44,-8.28,-30.44
45.40,-19.62,-26.63,25.45,-8.28,-30.44
45.24,-19.57,-26.45,25.46,-8.28,-30.43
45.44,-19.51,-26.35,25.47,-8.28,-30.43
45.35,-19.70,-26.26,25.48,-8.27,-30.42
45.32,-19.74,-26.25,25.49,-8.27,-30.42
45.37,-19.73,-26.19,25.49,-8.27,-30.41
45.33,-20.00,-26.09,26.05,-8.23,-30.13
48.21,-19.41,-24.74,26.06,-8.24,-30.12
45.27,-18.73,-26.00,26.06,-8.24,-30.12
45.16,-20.13,-26.22,26.07,-8.24,-30.12
45.02,-20.03,-26.29,26.07,-8.24,-30.11
44.84,-20.03,-26.23,26.07,-8.25,-30.11
44.80,-20.15,-26.22,26.08,-8.25,-30.11
44.88,-19.64,-26.25,25.87,-8.85,-29.67
44.83,-18.95,-26.56,25.85,-8.85,-29.66
45.71,-19.32,-25.54,25.84,-8.86,-29.66
45.85,-19.05,-25.75,25.83,-8.86,-29.65
45.63,-19.05,-25.81,25.82,-8.87,-29.65
45.35,-19.11,-25.80,25.81,-8.87,-29.65
45.40,-19.44,-25.61,25.80,-8.87,-29.64
45.40,-19.41,-25.68,24.62,-9.02,-29.52
45.35,-19.44,-25.61,24.60,-9.02,-29.51
45.27,-19.45,-25.50,24.58,-9.02,-29.51
45.27,-19.37,-25.44,24.57,-9.02,-29.51
45.21,-19.44,-25.40,24.56,-9.02,-29.50
45.23,-19.43,-25.39,24.54,-9.02,-29.50
45.14,-19.33,-25.47,24.53,-9.02,-29.50
45.04,-19.27,-25.51,23.70,-9.25,-29.17
45.25,-19.48,-25.37,23.68,-9.26,-29.16
44.90,-19.48,-25.25,23.67,-9.27,-29.16
45.07,-19.53,-25.33,23.66,-9.28,-29.15
45.04,-19.44,-25.19,23.65,-9.28,-29.15
44.88,-19.56,-25.10,23.64,-9.29,-29.14
44.91,-19.66,-25.12,23.64,-9.29,-29.14
44.88,-19.58,-25.05,23.17,-9.66,-28.80
44.88,-19.53,-24.91,23.16,-9.66,-28.79
44.87,-19.47,-24.89,23.16,-9.67,-28.79
44.73,-19.75,-24.75,23.15,-9.67,-28.78
44.66,-19.60,-24.72,23.14,-9.67,-28.78
44.57,-19.90,-24.53,23.14,-9.68,-28.77
44.72,-19.59,-24.56,23.13,-9.68,-28.77
44.70,-19.57,-24.54,22.91,-9.84,-28.43
44.69,-19.57,-24.52,22.91,-9.85,-28.43
44.69,-19.65,-24.30,22.91,-9.85,-28.42
44.72,-19.53,-24.45,22.91,-9.85,-28.42
44.69,-19.49,-24.29,22.91,-9.85,-28.41
44.72,-19.55,-24.28,22.91,-9.85,-28.41
44.80,-19.64,-24.08,22.92,-10.01,-28.04
44.61,-19.63,-23.90,22.92,-10.01,-28.03
44.60,-19.60,-23.93,22.92,-10.01,-28.02
44.48,-19.74,-23.92,22.92,-10.01,-28.02
44.37,-19.97,-23.88,22.92,-10.02,-28.02
44.32,-19.95,-23.82,22.92,-10.02,-28.01
44.26,-19.87,-23.78,22.93,-10.02,-28.01
44.14,-19.75,-23.72,22.95,-10.09,-27.77
44.16,-19.98,-23.60,22.95,-10.09,-27.77
44.17,-19.98,-23.48,22.95,-10.10,-27.77
43.83,-20.02,-23.39,22.95,-10.10,-27.76
43.78,-20.11,-23.32,22.95,-10.10,-27.76
43.90,-19.94,-23.19,22.95,-10.10,-27.76
43.71,-19.98,-23.12,22.94,-10.10,-27.76
43.65,-20.02,-23.00,22.78,-10.23,-27.45
43.74,-19.97,-23.01,22.78,-10.23,-27.44
43.91,-20.05,-22.80,22.78,-10.23,-27.43
43.62,-19.94,-22.76,22.78,-10.23,-27.43
43.77,-19.86,-22.61,22.78,-10.23,-27.42
43.60,-19.68,-22.56,22.77,-10.23,-27.42
43.69,-19.73,-22.41,22.77,-10.23,-27.42
43.52,-19.75,-22.21,22.72,-10.08,-27.09
44.07,-19.47,-22.14,22.72,-10.07,-27.08
44.02,-19.29,-22.03,22.72,-10.07,-27.07
43.78,-19.38,-21.98,22.72,-10.07,-27.07
43.89,-19.39,-21.85,22.72,-10.06,-27.06
43.73,-19.32,-21.81,22.73,-10.06,-27.06
43.45,-19.35,-21.85,22.73,-10.05,-27.05
43.70,-19.30,-21.67,22.70,-9.78,-26.68
43.73,-19.42,-21.57,22.69,-9.77,-26.67
43.61,-19.18,-21.57,22.69,-9.77,-26.67
43.58,-19.38,-21.47,22.69,-9.76,-26.66
43.58,-19.45,-21.40,22.69,-9.76,-26.66
43.63,-19.44,-21.32,22.68,-9.76,-26.65
43.41,-19.40,-21.29,22.68,-9.75,-26.65
43.20,-19.37,-21.23,22.58,-9.67,-26.32
43.30,-19.47,-21.07,22.57,-9.67,-26.31
43.12,-19.46,-21.08,22.57,-9.67,-26.31
43.00,-19.57,-21.00,22.57,-9.67,-26.30
43.14,-19.48,-20.93,22.57,-9.67,-26.30
43.26,-19.60,-20.87,22.57,-9.68,-26.29
43.15,-19.57,-20.82,22.56,-9.68,-26.29
43.29,-19.64,-20.72,22.49,-9.81,-25.92
43.19,-19.67,-20.67,22.49,-9.82,-25.92
43.20,-19.61,-20.59,22.50,-9.82,-25.91
42.73,-19.80,-20.62,22.50,-9.82,-25.90
42.76,-19.88,-20.46,22.50,-9.83,-25.90
43.01,-19.79,-20.43,22.50,-9.83,-25.90
43.02,-19.93,-20.27,22.50,-9.83,-25.89
43.26,-20.03,-20.26,22.58,-10.05,-25.62
42.95,-19.89,-20.17,22.59,-10.05,-25.61
43.16,-19.93,-20.13,22.59,-10.06,-25.61
42.98,-19.94,-19.98,22.59,-10.06,-25.60
42.77,-20.13,-19.96,22.59,-10.06,-25.59
42.96,-19.96,-19.89,22.60,-10.07,-25.59
42.80,-19.92,-19.80,22.60,-10.07,-25.59
42.67,-19.78,-19.70,22.69,-10.13,-25.31
42.73,-19.72,-19.63,22.70,-10.13,-25.31
42.30,-19.81,-19.41,22.70,-10.13,-25.30
42.13,-19.94,-19.42,22.70,-10.13,-25.30
42.24,-19.83,-19.23,22.70,-10.13,-25.29
42.13,-19.82,-19.17,22.70,-10.13,-25.29
42.23,-19.74,-19.05,22.71,-10.12,-25.28
42.17,-19.81,-18.94,22.76,-10.04,-25.03
41.99,-19.96,-18.97,22.76,-10.04,-25.03
42.01,-19.93,-18.86,22.76,-10.04,-25.02
41.96,-19.83,-18.80,22.76,-10.04,-25.02
41.94,-19.87,-18.66,22.76,-10.04,-25.01
41.90,-19.74,-18.58,22.77,-10.03,-25.01
41.82,-19.77,-18.50,22.76,-9.99,-24.68
41.80,-19.98,-18.44,22.76,-9.99,-24.67
41.67,-19.91,-18.42,22.76,-9.99,-24.67
41.82,-20.13,-18.37,22.76,-9.99,-24.66
41.66,-19.98,-18.26,22.76,-9.99,-24.66
41.56,-19.91,-18.20,22.76,-9.99,-24.66
41.51,-20.13,-18.13,22.76,-10.00,-24.65
41.47,-20.02,-18.10,22.74,-10.04,-24.33
41.48,-19.93,-17.96,22.74,-10.04,-24.33
41.38,-19.94,-18.00,22.74,-10.04,-24.32
41.45,-19.93,-17.85,22.74,-10.04,-24.31
41.35,-19.93,-17.80,22.74,-10.04,-24.31
41.29,-19.83,-17.72,22.74,-10.04,-24.31
41.35,-19.79,-17.61,22.74,-10.04,-24.30
41.26,-19.88,-17.55,22.77,-9.94,-24.03
41.31,-19.85,-17.45,22.77,-9.94,-24.03
41.30,-19.70,-17.41,22.77,-9.94,-24.02
41.26,-19.80,-17.38,22.77,-9.94,-24.02
41.25,-19.94,-17.32,22.77,-9.93,-24.01
41.17,-19.95,-17.19,22.77,-9.93,-24.01
41.08,-19.99,-17.15,22.77,-9.93,-24.00
41.02,-19.96,-17.14,22.78,-9.91,-23.69
41.08,-20.17,-16.99,22.78,-9.92,-23.68
41.13,-20.09,-16.97,22.78,-9.92,-23.68
40.92,-20.10,-16.87,22.78,-9.92,-23.67
40.83,-20.21,-16.89,22.78,-9.92,-23.66
41.00,-20.35,-16.76,22.78,-9.92,-23.65
40.58,-20.10,-16.79,22.78,-9.93,-23.65
40.71,-20.32,-16.79,22.77,-9.99,-23.37
40.78,-20.48,-16.78,22.77,-9.99,-23.36
40.58,-20.57,-16.78,22.77,-9.99,-23.36
40.72,-20.43,-16.67,22.77,-9.99,-23.35
40.40,-20.65,-16.87,22.77,-9.99,-23.35
40.41,-20.67,-16.88,22.77,-10.00,-23.35
40.46,-20.70,-16.90,22.77,-10.00,-23.34
40.47,-20.71,-16.89,22.72,-10.05,-23.17
40.45,-20.70,-16.92,22.72,-10.05,-23.17
40.42,-20.67,-16.94,22.72,-10.05,-23.16
40.42,-20.70,-16.96,22.71,-10.05,-23.16
40.41,-20.72,-16.99,22.71,-10.05,-23.16
40.43,-20.74,-17.03,22.71,-10.05,-23.16
40.44,-20.75,-17.03,22.71,-10.05,-23.16
40.46,-20.69,-17.01,22.62,-10.09,-23.16
40.43,-20.74,-17.04,22.62,-10.09,-23.16
40.42,-20.66,-17.05,22.62,-10.09,-23.16
40.44,-20.66,-17.05,22.62,-10.09,-23.16
40.46,-20.67,-17.05,22.62,-10.10,-23.16
40.60,-20.53,-17.00,22.62,-10.10,-23.16
40.60,-20.52,-16.99,22.62,-10.10,-23.16
40.66,-20.38,-16.93,22.62,-10.08,-23.17
40.57,-20.37,-16.95,22.63,-10.08,-23.17
40.52,-20.49,-17.08,22.63,-10.08,-23.17
40.65,-20.34,-16.92,22.63,-10.08,-23.17
40.75,-20.37,-16.92,22.63,-10.07,-23.17
40.72,-20.25,-16.88,22.63,-10.07,-23.17
40.62,-20.21,-16.89,22.63,-10.07,-23.17
40.80,-20.27,-16.88,22.69,-10.01,-23.19
40.72,-20.25,-16.89,22.69,-10.00,-23.19
40.81,-20.22,-16.87,22.69,-10.00,-23.19
40.69,-20.19,-16.91,22.69,-10.00,-23.19
40.73,-20.14,-16.89,22.69,-10.00,-23.19
40.78,-20.10,-16.89,22.69,-10.00,-23.19
40.74,-20.14,-16.89,22.69,-10.00,-23.19
40.70,-20.17,-16.95,22.69,-9.94,-23.16
40.68,-20.11,-16.95,22.69,-9.94,-23.16
40.66,-20.14,-16.98,22.69,-9.93,-23.16
40.62,-20.13,-16.99,22.69,-9.93,-23.16
40.70,-20.06,-16.97,22.69,-9.93,-23.16
40.58,-20.09,-17.05,22.69,-9.93,-23.16
40.59,-20.11,-17.07,22.65,-9.90,-23.14
40.59,-20.17,-17.14,22.65,-9.90,-23.14
40.65,-20.09,-17.09,22.64,-9.90,-23.14
40.72,-20.08,-17.08,22.64,-9.90,-23.14
40.79,-20.06,-17.05,22.64,-9.90,-23.14
40.69,-20.11,-17.16,22.64,-9.90,-23.14
40.75,-20.03,-17.11,22.64,-9.90,-23.14
40.79,-20.10,-17.16,22.62,-9.90,-23.13
40.68,-20.12,-17.23,22.62,-9.90,-23.13
40.71,-20.05,-17.19,22.62,-9.90,-23.13
40.81,-20.07,-17.21,22.62,-9.90,-23.13
40.79,-20.07,-17.24,22.62,-9.90,-23.13
40.77,-20.09,-17.29,22.62,-9.90,-23.13
40.86,-20.07,-17.27,22.62,-9.90,-23.13
40.78,-20.13,-17.35,22.63,-9.89,-23.12
40.90,-20.06,-17.30,22.63,-9.89,-23.12
40.92,-20.09,-17.35,22.63,-9.89,-23.12
41.05,-20.09,-17.31,22.63,-9.89,-23.12
40.89,-20.14,-17.41,22.63,-9.89,-23.12
40.80,-20.13,-17.45,22.63,-9.89,-23.12
40.89,-20.21,-17.47,22.63,-9.89,-23.12
40.90,-20.21,-17.48,22.64,-9.92,-23.16
41.12,-20.14,-17.40,22.64,-9.92,-23.16
40.91,-20.24,-17.52,22.64,-9.92,-23.16
41.03,-20.21,-17.48,22.64,-9.92,-23.16
41.01,-20.20,-17.49,22.64,-9.92,-23.16
41.07,-20.23,-17.49,22.64,-9.92,-23.16
41.12,-20.17,-17.45,22.64,-9.92,-23.16
41.13,-20.05,-17.44,22.66,-9.95,-23.19
41.12,-20.16,-17.48,22.66,-9.95,-23.19
41.19,-19.94,-17.39,22.66,-9.96,-23.19
41.04,-20.41,-17.57,22.66,-9.96,-23.19
41.07,-20.16,-17.52,22.66,-9.96,-23.19
41.04,-20.10,-17.48,22.66,-9.96,-23.19
41.32,-20.25,-17.42,22.70,-9.96,-23.21
41.31,-20.43,-17.47,22.70,-9.96,-23.21
41.00,-20.26,-17.56,22.70,-9.95,-23.21
40.87,-20.19,-17.62,22.70,-9.95,-23.21
41.21,-20.37,-17.49,22.70,-9.95,-23.21
40.54,-20.09,-17.76,22.71,-9.95,-23.21
40.78,-20.32,-17.65,22.71,-9.95,-23.21
40.60,-20.36,-17.73,22.69,-9.90,-23.24
40.28,-20.30,-17.83,22.68,-9.90,-23.24
40.24,-20.33,-17.91,22.68,-9.90,-23.24
40.16,-20.46,-17.90,22.68,-9.90,-23.24
40.11,-20.73,-17.90,22.68,-9.90,-23.24
39.85,-20.62,-18.03,22.68,-9.90,-23.25
40.19,-20.87,-17.86,22.68,-9.90,-23.25
40.04,-21.02,-17.93,22.52,-10.09,-23.24
40.18,-21.24,-17.86,22.51,-10.10,-23.24
39.92,-21.31,-17.98,22.51,-10.10,-23.24
40.02,-21.40,-17.94,22.51,-10.10,-23.24
39.97,-21.33,-17.97,22.51,-10.11,-23.24
39.85,-21.34,-18.06,22.50,-10.11,-23.24
39.97,-21.21,-17.96,22.50,-10.11,-23.24
40.17,-21.33,-17.80,22.37,-10.30,-23.25
39.77,-21.23,-18.03,22.37,-10.30,-23.25
39.77,-21.21,-17.97,22.37,-10.30,-23.25
39.71,-20.50,-18.05,22.36,-10.31,-23.25
39.78,-20.55,-18.01,22.36,-10.31,-23.25
39.84,-20.81,-17.90,22.36,-10.30,-23.25
40.30,-20.46,-17.69,22.36,-10.30,-23.25
39.81,-20.40,-17.90,22.33,-10.05,-23.20
40.03,-20.16,-17.75,22.34,-10.04,-23.20
40.16,-20.13,-17.68,22.34,-10.03,-23.20
40.10,-19.73,-17.69,22.34,-10.03,-23.20
39.75,-19.39,-17.85,22.34,-10.02,-23.21
40.09,-18.69,-17.57,22.34,-10.00,-23.20
40.16,-18.50,-17.49,22.34,-10.00,-23.20
40.39,-18.34,-17.29,22.51,-9.25,-23.29
40.48,-18.15,-17.19,22.52,-9.23,-23.29
40.53,-17.76,-17.08,22.52,-9.22,-23.29
40.49,-17.04,-17.04,22.52,-9.21,-23.29
40.46,-16.98,-17.04,22.53,-9.20,-23.30
40.59,-15.99,-16.80,22.53,-9.18,-23.30
40.66,-15.49,-16.61,22.53,-9.17,-23.30
